Track_Artist,Track,Artist,Release Date,Release Year,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Stimmung,Tempo,Key,Mode,Energy,Danceability,Beats per Bar,Track-URI,Album,Track-Popularity,Track-Bild,Artist-URI,Follower,Genre,Popularity,Artist-Bild
BabyJustin Bieber,Baby,Justin Bieber,1/1/2010,2010,USUM70919263,1337,40.7,952635214,136655,76732478,76,3312260344,26679549,247185,131384412,1174409085,863841137,90,15322,41,38,517808,24,90568001,759376,,4413818,0,,65,F,minor,high energy,very danceable,4,6epn3r7S14KUqlReYr77hA,My World 2.0,80,https://i.scdn.co/image/ab67616d0000b273629dc9e2e3bc20bbd7d92e4a,1uNFoZAHBGtllmzznpCI3s,80194460,,91,https://i.scdn.co/image/ab6761610000e5eb8ae7f2aaa9817a704a87ea36
On BSDrake,On BS,Drake,11/4/2022,2022,USUG12208600,1333,40.7,253540951,82934,17735363,67,22665894,368326,144311,72901216,494336128,2405,17,1,25,2,136913,18,13857732,3847,9123989,508529,1,,,,,,,,,,,,,,,,
Marlboro Remix,Marlboro Remix,,6/7/2024,2024,QZNWT2471497,1343,40.6,,,,,,,,,,,,,,,,,,,,504979,0,,,,,,,,,,,,,,,,
Love AgainThe Kid LAROI,Love Again,The Kid LAROI,1/27/2023,2023,USSM12211461,1342,40.6,215466975,44476,12164093,62,28993149,455224,21208,3567265,65897455,15043035,44,140425,141,22,107491,11,18081156,11986,4201807,982555,0,,,,,,,,,,,,,,,,
LAGUNASPeso Pluma,LAGUNAS,Peso Pluma,6/22/2023,2023,QM7282306255,1339,40.6,301396080,23886,6601410,74,85636375,455525,1335,29951984,232731548,,7,66,,4,1187237,2,8892991,5881,6255854,728319,1,,,,,,,,,,,,,,,,
Narcotics (with Bryant Myers)Dei V,Narcotics (with Bryant Myers),Dei V,9/14/2023,2023,QZWA32200363,1344,40.6,154018930,23281,12418680,73,107103779,554779,1168,23928767,207698391,232597558,13,63,,6,57221,1,730651,611,,47764,1,,,,,,,,,,,,,,,,
Linea del Perreo (feat. Dj Kiire)Uzielito Mix,Linea del Perreo (feat. Dj Kiire),Uzielito Mix,12/12/2023,2023,GXBAV2380562,1341,40.6,99086405,7282,12667815,,128889809,1469572,,533,7595,2020559168,3,323,259,2,46085,4,,,,230815,1,,,,,,,,,,,,,,,,
24K MagicBruno Mars,24K Magic,Bruno Mars,10/7/2016,2016,USAT21602944,134,40.6,1425996809,175419,63087960,77,181151693,1671253,3667431,115712320,968641395,1465245,238,240328,368,153,1257927,46,301404498,407873,,,0,upbeat,107,C♯/D♭­,major,high energy,very danceable,4,6b8Be6ljOzmkOmFslEb23P,24K Magic,81,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5,0du5cEVh5yTK9QJze8zA0C,66225253,,95,https://i.scdn.co/image/ab6761610000e5ebc36dd9eb55fb0db4911f25dd
The FeelsTWICE,The Feels,TWICE,10/1/2021,2021,US5TA2100080,1346,40.5,431638330,43727,10543105,66,564641494,7674539,641703,351794036,2323894242,91545454,33,10156,174,7,164797,37,2078193,4119,,910474,0,,,,,,,,,,,,,,,,
Someone Like YouAdele,Someone Like You,Adele,1/18/2011,2011,GBBKS1000351,1345,40.5,1925879064,211527,80288449,75,759564393,4034527,102404,46563916,401049702,188798506,249,56055,118,121,819281,90,1114782026,1198407,,14474611,0,,135,,,energy,danceable,,3bNv3VuUOKgrf5hu3YcuRo,21,80,https://i.scdn.co/image/ab67616d0000b273164feb363334f93b6458d2a9,6V394G6torkxVfqL39qEgK,558,dangdut,11,https://i.scdn.co/image/ab67616d0000b27308233c5411aa0e6e89c7310c
Oh U Went (feat. Drake)Young Thug,Oh U Went (feat. Drake),Young Thug,6/23/2023,2023,USAT22306750,1347,40.5,112624663,43943,22872664,64,23464236,338591,6483,3366841,39562107,176394247,53,75872,261,6,106128,18,15955132,2233,,781033,1,,,,,,,,,,,,,,,,
Right Now (Feat. Crush)Coogie,Right Now (Feat. Crush),Coogie,9/12/2023,2023,KRC712300070,1348,40.5,8163960,3228,1162003,,15456128,110317,1609250,66774561,651176298,,2,941,,,,,1118,,,163568,0,,,,,,,,,,,,,,,,
BurnKanye West,Burn,Kanye West,2/9/2024,2024,QZ7XS2400009,1349,40.4,147150985,20185,6611833,,3917468,41465,,,,,6,2138,,4,32135,2,,,,46704,1,,,,,,,,,,,,,,,,
High Fashion (feat. Mustard)Roddy Ricch,High Fashion (feat. Mustard),Roddy Ricch,12/6/2019,2019,USAT21906985,1351,40.3,538059363,113736,16354487,65,215454028,1626950,2182462,175055656,1413496668,538784,85,225193,89,13,38765,1,81818704,114898,,2942911,1,,,,,,,,,,,,,,,,
RonaldFalling In Reverse,Ronald,Falling In Reverse,5/7/2024,2024,USEP42414003,1357,40.3,17589316,3463,4194033,72,11826358,3905,,,,11245138,9,355,2,11,342056,15,982836,1163,129734,168164,1,,,,,,,,,,,,,,,,
We Paid (feat. 42 Dugg)Lil Baby,We Paid (feat. 42 Dugg),Lil Baby,2/28/2020,2020,USUG12000092,1353,40.3,417634388,128536,20047619,68,507681327,3069325,122679,24869947,174604275,20898684,73,93187,70,10,6891,9,128483847,72446,,1966892,1,upbeat,135,C♯/D♭­,minor,average energy,very danceable,4,6gxKUmycQX7uyMwJcweFjp,My Turn (Deluxe),70,https://i.scdn.co/image/ab67616d0000b27376a4577dd654bf457a4ad1f8,5f7VJjfbwm532GiveGC0ZK,19554138,,88,https://i.scdn.co/image/ab6761610000e5eb514da623c55dc9d2155705dd
Boss BitchDoja Cat,Boss Bitch,Doja Cat,1/23/2020,2020,USAT21907355,1352,40.3,878349171,126275,47587177,70,522643821,6171768,1243962,497520292,3582425112,34643382,107,12503,,90,70879,21,21139093,36644,,3613901,0,,126,A♯/B♭­,minor,high energy,very danceable,4,78qd8dvwea0Gosb6Fe6j3k,Boss Bitch,74,https://i.scdn.co/image/ab67616d0000b27310356a0e81371e6644cb1371,5cj0lLjcoR7YOSnhnX0Po5,32500092,,86,https://i.scdn.co/image/ab6761610000e5ebe94f88ff74ae4ddcab961f97
BallenaVulgo FK,Ballena,Vulgo FK,7/13/2023,2023,BRRGE2300535,1354,40.3,174583156,28303,9617276,66,160585664,1054820,406,14352909,181541988,7893205,20,17,,23,288762,15,,,,183816,0,,,,,,,,,,,,,,,,
one of wunGunna,one of wun,Gunna,5/10/2024,2024,USAT22403437,831,53.2,58469975,7073,108431155,82,4436805,59189,,,,381728,,,41,,,,,,,,1,,,,,,,,,,,,,,,,
Locked Away (feat. Adam Levine)R. City,Locked Away (feat. Adam Levine),R. City,6/29/2015,2015,USRC11501369,1355,40.3,990518773,143056,48490958,75,1273135552,7854653,222164,48742043,348767238,1667819767,101,65547,30,34,99938,6,555577156,100262,,17627794,0,,,,,,,,,,,,,,,,
Tal VezPaulo Londra,Tal Vez,Paulo Londra,4/3/2019,2019,USWL11900063,135,40.3,751585271,75691,21188829,67,1245024291,7965155,445243,23744405,173903141,164749104,28,7496,,22,75714,19,2097634,3306,,1591441,0,upbeat,162,G♯/A♭­,major,high energy,very danceable,4,5jW3rF4URMdK7tO2xjS5EI,Homerun,73,https://i.scdn.co/image/ab67616d0000b273cf7e54f668d6a31dd6566f24,3vQ0GE3mI0dAaxIMYe5g7z,24756014,argentine trap,78,https://i.scdn.co/image/ab6761610000e5eba64d00bfb0dea40aea47afd7
the remedy for a broken heart (why am I so in love)XXXTENTACION,the remedy for a broken heart (why am I so in love),XXXTENTACION,3/16/2018,2018,USUG11800488,1359,40.2,959078765,142939,25725853,69,402582220,5401876,1310523,96702547,955370530,493918,23,24,,10,139377,5,90709369,48115,59947745,3685380,1,somber,120,C♯/D♭­,major,low energy,very danceable,4,4UKCKdYiLN6IMA5ZESUTL7,?,73,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,15UsOTVnJzReFVN1VCnxy4,48660304,emo rap,88,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
Beautiful Mistakes (feat. Megan Thee Stallion)Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,3/3/2021,2021,USUM72103449,1362,40.2,730200775,93856,28511210,71,313682727,2530483,41956,7430636,79067338,771573964,156,2388,150,31,194403,53,189021941,41851,,4208553,0,,,,,,,,,,,,,,,,
Cynicaltwocolors,Cynical,twocolors,6/30/2023,2023,DEUM72307092,1363,40.2,112737954,20339,47189903,41,37013758,255685,1691,12949,119315,77922145,26,154407,38,43,1568135,24,1933,8,,1934390,0,,,,,,,,,,,,,,,,
These WordsBadger,These Words,Badger,4/5/2024,2024,GBARL2400375,136,40.2,57562320,9301,84272492,78,2769869,33766,,,,,50,6714,,47,1691813,44,67746,193,1652,314122,0,,,,,,,,,,,,,,,,
Robarte un BesoCarlos Vives,Robarte un Beso,Carlos Vives,7/28/2017,2017,USSD11700301,1361,40.2,658225560,53101,23936663,72,1852547490,5711737,778,7565426,79388652,267348940,47,16167,122,51,344462,47,65265415,23975,,2853977,0,upbeat,95,A♯/B♭­,major,high energy,very danceable,4,0JcNysfWVWaMS7R6vzGB2k,VIVES,73,https://i.scdn.co/image/ab67616d0000b273575fb66ec11e54fb68d548a5,4vhNDa5ycK0ST968ek7kRr,6448888,colombian pop,74,https://i.scdn.co/image/ab6761610000e5ebd5976263fc4cfc15b6627f7b
Vida GangsterLauty Gram,Vida Gangster,Lauty Gram,12/8/2022,2022,QZW9M2268068,1358,40.2,105604106,20571,4824421,56,161745200,938841,1776600,145856351,1721191403,774814,,178,,3,3434,1,,,,32944,1,,,,,,,,,,,,,,,,
For My Hand (feat. Ed Sheeran)Burna Boy,For My Hand (feat. Ed Sheeran),Burna Boy,7/1/2022,2022,USAT22204903,1366,40.1,264048274,62386,29271052,65,170657868,1096724,73064,21294580,377028109,5777003369,89,30156,,13,83804,27,5182492,1615,,2763102,0,,,,,,,,,,,,,,,,
Cowgirls (feat. ERNEST)Morgan Wallen,Cowgirls (feat. ERNEST),Morgan Wallen,3/3/2023,2023,USUG12300827,1371,40.1,266560481,3168,27441895,81,40534712,139755,478,8320521,103569548,613036800,26,31216,24,15,7631939,48,82896740,25969,4342886,357979,0,,,,,,,,,,,,,,,,
Til You Can'tCody Johnson,Til You Can't,Cody Johnson,6/11/2021,2021,QMCQK1900137,1364,40.1,258769609,48619,12448112,68,145224400,822234,91112,11065564,116117655,629045388,37,332754,146,2,,29,177004719,3701,5157422,1449353,0,,,,,,,,,,,,,,,,
Those Oldies but GoodiesLittle Caesar & the Romans,Those Oldies but Goodies,Little Caesar & the Romans,7/22/2014,2014,GBQ2F1157401,1368,40.1,,42,3735,,,,,,,,,,,,,,42819628,3780513,,,0,,,,,,,,,,,,,,,,
Dark HorseKaty Perry,Dark Horse,Katy Perry,11/27/2013,2013,FR6V82106359,1369,40.1,,8,22,,3738385281,17685730,,,,1847342985,,,,,,,,,,,0,somber,132,F♯/G♭­,major,average energy,very danceable,4,4jbmgIyjGoXjY01XxatOx6,PRISM,78,https://i.scdn.co/image/ab67616d0000b2731e9a057052d59004caf47e22,6jJ0s89eD6GaHleKKya26X,35754253,pop,85,https://i.scdn.co/image/ab6761610000e5eb0988562f78810e47a6e3325f
Hass HassDiljit Dosanjh,Hass Hass,Diljit Dosanjh,10/27/2023,2023,INW262318603,137,40.1,106514756,10191,8686387,70,148785957,1400528,,982,1594,252982308,13,2009,,2,10573,37,,,,289631,0,,,,,,,,,,,,,,,,
You Got ItVedo,You Got It,Vedo,3/6/2020,2020,USUYG1299206,1367,40.1,378584974,56415,7671267,64,116036942,1608398,6285147,663072442,5568445890,8056027,24,511,188,1,469,11,85306463,40301,,2143649,1,somber,122,F,major,average energy,very danceable,4,4lsHZ92XCFOQfzJFBTluk8,For You,68,https://i.scdn.co/image/ab67616d0000b2739b7e6a1ee15c55a550166e15,3wVXTWabe3viT0jF7DfjOL,553373,,61,https://i.scdn.co/image/ab6761610000e5eb8e2211ba041b2a34936c8275
LDRShoti,LDR,Shoti,8/27/2022,2022,QZNWS2249445,1365,40.1,37027643,5646,1050088,57,592859063,1724454,74737,5398232,70116244,11009395,1,,,,,,,,,4436,0,,,,,,,,,,,,,,,,
"Kaavaalaa (From ""Jailer"")Shilpa Rao","Kaavaalaa (From ""Jailer"")",Shilpa Rao,7/6/2023,2023,QMBZ92319256,1373,40,94518210,5151,4767067,61,280887419,2258912,85339,4825083,100368952,274693,6,301,,,,16,838,,,185739,0,,,,,,,,,,,,,,,,
Me or Sum (feat. Future & Lil Baby)Nardo Wick,Me or Sum (feat. Future & Lil Baby),Nardo Wick,11/29/2021,2021,USRC12103471,1374,40,169074195,77071,7941140,59,121560768,904837,79231,28448143,214484764,425940516,27,68575,96,8,443521,9,44007637,10221,24502125,1161965,1,,,,,,,,,,,,,,,,
You're WelcomeDwayne Johnson,You're Welcome,Dwayne Johnson,11/18/2016,2016,USWD11677860,1372,40,551115166,57721,18005001,66,1771543816,5769300,111892,49656709,392249223,197196114,66,1063,343,6,87438,18,225519413,249685,185473,884422,0,,,,,,,,,,,,,,,,
LA NOCHE DE ANOCHEBad Bunny,LA NOCHE DE ANOCHE,Bad Bunny,11/27/2020,2020,QMFME2066840,1376,39.9,990189999,120639,37168821,71,354318464,2521106,1834,27563213,229672086,4102070,134,34273,81,71,2794787,49,87824752,17737,,1742777,0,somber,82,G,major,high energy,very danceable,4,2XIc1pqjXV3Cr2BQUGNBck,EL ÚLTIMO TOUR DEL MUNDO,73,https://i.scdn.co/image/ab67616d0000b273005ee342f4eef2cc6e8436ab,4q3ewBCX7sLwd24euuV69X,89352426,reggaeton,100,https://i.scdn.co/image/ab6761610000e5eb81f47f44084e0a09b5f0fa13
Fuk SumnKanye West,Fuk Sumn,Kanye West,2/9/2024,2024,QZ7XS2400010,1375,39.9,120079689,21002,57426798,,1915309,53533,,1300000,7100000,,6,191,,9,776,,,,,173216,1,,,,,,,,,,,,,,,,
Billete Grande (En Vivo)Fuerza Regida,Billete Grande (En Vivo),Fuerza Regida,8/2/2022,2022,USDXS2202642,1377,39.9,309329645,30705,7109920,68,368079858,1155888,1867,36054151,375768071,4170331,6,4,3,2,15037,8,32590362,5354,,1175463,0,,,,,,,,,,,,,,,,
RoyalsLorde,Royals,Lorde,1/1/2012,2012,NZUM71200031,1386,39.8,1232502989,163195,59733007,73,349747981,2670057,66399,21267910,198680803,1928028,195,202396,356,128,549211,74,969328430,1394097,1047111,16239587,0,somber,85,G,major,average energy,very danceable,4,2dLLR6qlu5UJ5gk0dKz0h3,Pure Heroine,75,https://i.scdn.co/image/ab67616d0000b273187331e276c898d39764cc98,163tK9Wjr9P9DmM0AVK7lm,10133390,,77,https://i.scdn.co/image/ab6761610000e5ebc4902f080d3620b3e6da80c3
CharmRema,Charm,Rema,4/26/2023,2023,NGA3B2314006,1387,39.8,111124873,35929,7199181,65,103077029,789321,266204,24751762,291086000,38712452,64,9139,34,19,658689,20,638711,837,2455903,2072597,1,,,,,,,,,,,,,,,,
prove it21 Savage,prove it,21 Savage,1/10/2024,2024,USSM12309169,1388,39.8,88224186,19035,10935183,,22896192,261389,,1800000,9100000,5677090,19,3251,31,5,207552,14,7411456,3696,,457732,1,,,,,,,,,,,,,,,,
Mon Amour - Remixzzoilo,Mon Amour - Remix,zzoilo,8/18/2021,2021,ES5702101693,1381,39.8,689939531,101479,31506074,72,83908765,706081,1267200,172282438,1903513450,169512,73,83176,,28,591846,57,374811,1837,,3833227,0,,,,,,,,,,,,,,,,
Adan y EvaPaulo Londra,Adan y Eva,Paulo Londra,11/5/2018,2018,USWL11801206,1383,39.8,915772593,85897,24226776,70,1320370692,7869990,405778,13302015,107834415,278921137,45,10796,28,41,245201,24,3564174,5042,,2131758,0,upbeat,172,C♯/D♭­,major,high energy,very danceable,4,132ALUzVLmqYB4UsBj5qD6,Homerun,72,https://i.scdn.co/image/ab67616d0000b273cf7e54f668d6a31dd6566f24,3vQ0GE3mI0dAaxIMYe5g7z,24756014,argentine trap,78,https://i.scdn.co/image/ab6761610000e5eb30f2a21119532004bccbe570
No LieSean Paul,No Lie,Sean Paul,1/1/2015,2015,GBUM71604557,1384,39.8,1162659862,180669,44962652,76,1613180283,10775520,1238811,118826179,1580838186,537164148,86,4396,15,58,333855,18,20537955,1901,987933,13852674,0,,102,G,major,high energy,very danceable,4,48QmG1dfvMuYLxMPt7KSRA,Mad Love The Prequel,80,https://i.scdn.co/image/ab67616d0000b2732d564195ed3dd7b70d64862c,3Isy6kedDrgPYoTS1dazA9,4996146,dancehall,81,https://i.scdn.co/image/ab6761610000e5eb60c3e9abe7327c0097738f22
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")Sachin-Jigar","Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",Sachin-Jigar,5/16/2023,2023,INH102307527,1379,39.8,226109929,11941,13056935,66,290394869,2663583,62,997,19132,87239915,20,853,,1,1097,11,,,,,0,,,,,,,,,,,,,,,,
10 CarrosChefin,10 Carros,Chefin,11/23/2023,2023,BCM9A2300098,138,39.8,92949075,13213,6225367,,120775698,1007986,,427521,2569410,366109913,,8,,17,420366,14,,,,,1,,,,,,,,,,,,,,,,
The AstronautJIN,The Astronaut,JIN,10/28/2022,2022,USA2P2230326,1382,39.8,422186660,12509,19653160,79,111977553,5607295,309947,60752690,296725035,243714840,10,17017,,9,1696802,8,1642033,622,,16922782,0,,,,,,,,,,,,,,,,
Gogo DanceEl Alfa,Gogo Dance,El Alfa,4/7/2022,2022,QM4TX2261587,1385,39.8,122568157,29662,6577251,64,208114605,1550438,2465021,817858920,9097455103,505317,7,4532,551,3,11224,18,10444115,5832,,1211590,1,,,,,,,,,,,,,,,,
KomangRaim Laode,Komang,Raim Laode,8/17/2022,2022,SGB502228663,1378,39.8,329763216,1611,3893973,70,98333231,661439,2849800,293982530,3870057710,,7,3265,,,,,,,,108281,0,,,,,,,,,,,,,,,,
The SpectreAlan Walker,The Spectre,Alan Walker,9/15/2017,2017,NOG841713010,1395,39.7,428110164,67602,15209777,67,1517036583,14141233,2369610,157496340,1924971468,342164180,25,8689,,18,173266,18,24331598,26516,,3283494,0,melancholic,128,C♯/D♭­,minor,high energy,very danceable,4,2DGa7iaidT5s0qnINlwMjJ,The Spectre,70,https://i.scdn.co/image/ab67616d0000b273a6a151ed88a170ae3a81eff5,7vk5e3vY1uw9plTHJAMwjN,40118721,,81,https://i.scdn.co/image/ab6761610000e5ebbf753c009fd9c2d53351dd3c
ıııııııııııııııııı (feat. ııııııııı ııııııııııııııı & GUNNER)Juepak,ıııııııııııııııııı (feat. ııııııııı ııııııııııııııı & GUNNER),Juepak,4/6/2024,2024,THMOB2412776,1393,39.7,4399533,337,177125,,62161614,526409,,,,,3,115,,,,,,,,15119,0,,,,,,,,,,,,,,,,
DARARITREASURE,DARARI,TREASURE,2/15/2022,2022,KRA402100151,1396,39.7,224285122,23891,5328396,63,171821740,3263544,3250466,181066454,1829158410,11752273,9,8636,23,,,8,75877,144,,869565,0,,,,,,,,,,,,,,,,
Ferxxo 100Feid,Ferxxo 100,Feid,6/3/2022,2022,USUM72209716,1392,39.7,444613276,56678,17366565,73,328723503,1532631,115997,13349051,179088549,379795695,29,10234,132,7,3362387,7,3312988,3813,,872227,0,,,,,,,,,,,,,,,,
No Te Quieren ConmigoGaby Music,No Te Quieren Conmigo,Gaby Music,12/15/2023,2023,USUM72315218,1394,39.7,138904532,20215,29032126,,39976674,388349,,11307,908,417363,13,5166,,22,2585657,4,385632,428,420249,54071,0,,,,,,,,,,,,,,,,
More than you knowNoSpace,More than you know,NoSpace,7/25/2022,2022,QZMEM2268044,1397,39.7,203,5,33,2,679269509,4540153,,,,343047125,,4,,,,,,,,5,0,,,,,,,,,,,,,,,,
ShowerBecky G,Shower,Becky G,1/1/2014,2014,USRC11400866,139,39.7,809840469,110573,53838139,73,550108518,5249510,11713354,356438722,2999189391,147050306,57,3969,18,40,138495,14,258494423,360627,,5450599,0,melancholic,120,D,major,average energy,very danceable,4,3DmW6y7wTEYHJZlLo1r6XJ,Shower,74,https://i.scdn.co/image/ab67616d0000b273f7f5503cfc6a54d31e65b112,4obzFoKoKRHIphyHzJ35G3,15714167,reggaeton,77,https://i.scdn.co/image/ab6761610000e5eb689f28b643fd40a523e00a96
B.O.T.A. (Baddest Of Them All) - EditEliza Rose,B.O.T.A. (Baddest Of Them All) - Edit,Eliza Rose,6/15/2022,2022,QZAKB2166405,1389,39.7,325902688,119047,39606593,70,1958012,26829,727,15284294,127015419,906,90,84205,,45,328312,62,150099,1128,,,0,,,,,,,,,,,,,,,,
Chatak MatakRenuka Panwar,Chatak Matak,Renuka Panwar,12/19/2020,2020,INT502012314,1391,39.7,24806000,1588,347235,54,1101262266,4034311,6778,3453758,95059447,1919497,1,,,,,,,,,54406,0,exuberant,98,F,minor,high energy,very danceable,4,5keQQFXysbPqXGz38pN5Ci,Chatak Matak,61,https://i.scdn.co/image/ab67616d0000b2730272f0d1a1d82a301ab1a2a2,2wDTo0nO2ZKJN7VUeGmuyg,299997,haryanvi pop,60,https://i.scdn.co/image/ab6761610000e5eb5a10c083f238ad11536f5da3
Cooped Up (with Roddy Ricch)Post Malone,Cooped Up (with Roddy Ricch),Post Malone,5/12/2022,2022,USUM72208020,1401,39.6,327011836,76622,17496536,62,116596146,1210310,40813,17826536,258017332,3152743343,38,117371,718,10,159166,42,18866959,7049,4082380,1443587,1,,,,,,,,,,,,,,,,
FRIENDSMarshmello,FRIENDS,Marshmello,1/1/2015,2015,GBAHS1800025,1399,39.6,1436709386,14848,33658538,70,1135381625,14015049,4146562,86991331,930637366,2019493544,121,20897,218,65,674117,26,211818278,230433,,11299124,1,,95,A,minor,high energy,very danceable,4,08bNPGLD8AhKpnnERrAc6G,FRIENDS,74,https://i.scdn.co/image/ab67616d0000b273569f64493ca55cd96fdee412,64KEffDW9EtZ1y2vBYgq8T,34039725,edm,83,https://i.scdn.co/image/ab6761610000e5eb53ca421f91678c26b4f15512
FINABad Bunny,FINA,Bad Bunny,10/13/2023,2023,QMFME2364183,1398,39.6,226576178,32219,19829075,78,37510571,455214,4562,10845422,92737977,29122,31,3898,67,13,661964,11,5226528,1565,,335905,1,,,,,,,,,,,,,,,,
Come back to meRM,Come back to me,RM,5/10/2024,2024,USA2P2421306,14,39.6,44991905,1389,24249059,84,14842438,2098992,313,,,124294603,16,393,,15,621509,8,224802,38,,58013,0,,,,,,,,,,,,,,,,
Whatsapp (Wassam)Gunna,Whatsapp (Wassam),Gunna,5/3/2024,2024,USAT22403299,1404,39.5,20011325,3854,12725358,,4032820,99526,,4267,4100000,1563442,24,159,19,9,1424126,26,410332,91,1363320,44393,1,,,,,,,,,,,,,,,,
3:15 (Breathe)Russ,3:15 (Breathe),Russ,5/21/2021,2021,TCAFO2147109,1406,39.5,303510160,72865,7583638,72,153123397,1415230,2651150,208703319,2457741991,6126413,3,895,24,,,,6227767,8443,8179979,1253652,1,,,,,,,,,,,,,,,,
Love Me AgainV,Love Me Again,V,8/11/2023,2023,USA2P2339030,1402,39.5,626153696,13455,18636467,82,95442324,4491977,213624,54975210,335526234,166154392,7,3016,19,16,2070072,8,3209084,366,,377532,0,,,,,,,,,,,,,,,,
Down Under (feat. Colin Hay)Luude,Down Under (feat. Colin Hay),Luude,11/19/2021,2021,AUDCB1701966,1403,39.5,315606874,125064,22299331,60,43371856,337831,138126,79193751,952538696,116834392,53,39143,,16,183454,28,31231,577,12535195,2008349,0,,,,,,,,,,,,,,,,
Like That (feat. Gucci Mane)Doja Cat,Like That (feat. Gucci Mane),Doja Cat,11/7/2019,2019,USRC11902288,1405,39.5,510302007,74416,19414789,66,459871445,4568451,2547877,236793401,1918118365,36132882,69,225,89,22,84411,11,62486526,58814,16479480,3413408,1,,106,E,minor,average energy,very danceable,4,4EivmOT13NMpNSfTKn9p4s,Hot Pink,69,https://i.scdn.co/image/ab67616d0000b273f14aa81116510d3a6df8432b,5cj0lLjcoR7YOSnhnX0Po5,32500092,,86,https://i.scdn.co/image/ab6761610000e5ebe94f88ff74ae4ddcab961f97
ControlZoe Wees,Control,Zoe Wees,3/13/2020,2020,GB2DY2000093,1407,39.5,457848626,81641,24075887,66,246089222,2528574,1084078,222895441,1783816089,247920172,52,180385,24,32,450565,13,62974334,16964,7465200,6554675,0,melancholic,114,E,major,average energy,somewhat danceable,4,50Td3qilgs8BLtv8mHyT1t,Control,69,https://i.scdn.co/image/ab67616d0000b273399b7c2f3ef2a17d47a68c04,03d2mJXSMtuPI0nIvLnhoS,515472,,64,https://i.scdn.co/image/ab6761610000e5ebb620e440071a1e4119bae583
Push Up - Original MixCreeds,Push Up - Original Mix,Creeds,12/21/2022,2022,NLCK42223782,1409,39.4,83801298,78156,5245976,58,6012738,158095,28,10568923,162010933,,18,6228,,4,9555,,45687,491,7986693,2821192,0,,,,,,,,,,,,,,,,
Novo Balanï¿½Veigh,Novo Balanï¿½,Veigh,5/19/2023,2023,QZMWW2396002,1408,39.4,258439807,33493,8747668,69,175669334,1312815,,,,19051961,16,,,18,550977,18,,,,237669,1,,,,,,,,,,,,,,,,
Dancin (feat. Luvli) - Krono RemixAaron Smith,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,11/7/2014,2014,QMLA71400326,1411,39.4,856908437,163911,32032973,71,937887038,8642499,588686,210711962,2116323580,104816466,73,12133,,68,60732,20,9617789,28638,89898276,20060916,0,,120,,,energy,danceable,,6WkJ2OK163XXS2oARUC9JM,Dancin (feat. Luvli) [Krono Remix],74,https://i.scdn.co/image/ab67616d0000b273f7a3a5656060030a0d24855c,77qukKzmdI5BeMBR7WGUrN,369616,,64,https://i.scdn.co/image/ab6761610000e5eb4e3b9e4559d3cff50dcc69cf
Goosebumps - RemixTravis Scott,Goosebumps - Remix,Travis Scott,1/15/2021,2021,USSM12100202,141,39.4,767502068,142094,65054729,70,144061936,1059407,176005,43689472,505442832,97598122,169,175719,260,96,1602641,35,,,,4082559,1,exuberant,125,C♯/D♭­,major,average energy,very danceable,4,5uEYRdEIh9Bo4fpjDd4Na9,Goosebumps (Remix),72,https://i.scdn.co/image/ab67616d0000b2739109b0425fb5b36284a24891,0Y5tJX1MQlPlqiwlOH1tJY,36249359,rap,93,https://i.scdn.co/image/ab6761610000e5eb19c2790744c792d05570bb71
Die For YouJoji,Die For You,Joji,11/4/2022,2022,USWB12203732,1412,39.4,363300065,74276,30821017,71,77291326,1109516,119854,41196230,352701529,6842555,36,20078,30,6,275763,13,2553943,1561,2916758,60144,0,,,,,,,,,,,,,,,,
SC-9Yahir Saldivar,SC-9,Yahir Saldivar,2/1/2024,2024,QZDA52413180,1415,39.3,63296147,2994,12621491,64,57626164,47657,1821,1797826,19883744,131556241,2,7,31,,,3,2824792,2959,24008,472289,1,,,,,,,,,,,,,,,,
We Are Young (feat. Janelle Monï¿½ï¿½e) - feat. Janelle Mfun.,We Are Young (feat. Janelle Monï¿½ï¿½e) - feat. Janelle M,fun.,9/20/2011,2011,USAT21101399,1414,39.3,1143172586,216588,73069486,72,213210779,1991783,126524,40627736,302798025,11536073,135,255508,218,88,336269,52,850730378,1501832,,18822823,0,,,,,,,,,,,,,,,,
